Filename,vehicleBrand,vehicleModel,vehicleVariant,vehicleType,registrationNumber,productionDate,mileageFromOdometer,vehicleTransmission,fuelType,drivetrain,basePrice,fuelConsumptionCombined,emissionsCO2,companyName,companyLocation,sellerType,locationCity,locationRegion
15365726.html,Mercedes-Benz,ML,All-terrain SUV,Car,XNZ-193,2007,306000,Automatic,Diesel,Four wheel,8950,0.0,,Akaan Auto-Center Oy,Akaa,Dealer,Akaa,Pirkanmaa
15372415.html,Volkswagen,Golf,Station Wagon,Car,UYU-157,2014,192000,Automatic,Petrol,Front wheel,9490,5.0,116,Visa-Auto Oy,Raisio,Dealer,Raisio,Varsinais-Suomi
15359724.html,Chevrolet,Cruze,Sedan,Car,BOH-758,2010,199000,Automatic,Diesel,Front wheel,2990,5.6,177,Car Company Lahti,Lahti,Dealer,Lahti,Päijät-Häme
15366639.html,Toyota,RAV4,All-terrain SUV,Car,VXC-578,2007,411400,Manual,Diesel,Four wheel,2750,0.0,,,,Seller,Helsinki,Uusimaa
15368409.html,Honda,Accord,Sedan,Car,ZMG-810,2004,341000,Manual,Petrol,Front wheel,1150,0.0,190,,,Seller,Lahti,Päijät-Häme
15359284.html,Opel,Astra,Station Wagon,Car,XMP-219,2010,192000,Manual,Petrol,Front wheel,3290,0.0,158,Automyynti Rautiainen Oy,Saarijärvi,Dealer,Saarijärvi,Keski-Suomi
15361249.html,Ford,Fiesta,Hatchback,Car,IJN-835,2009,165000,Manual,Petrol,Front wheel,3150,0.0,133,,,Seller,Laukaa,Keski-Suomi
15366099.html,Ford,Fiesta,Hatchback,Car,ZKJ-613,2014,215000,Manual,Petrol,Front wheel,3100,0.0,99,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15363925.html,Audi,A6,Station Wagon,Car,FPL-146,2008,357041,Automatic,Diesel,Four wheel,3300,0.0,227,,,Seller,Oulu,Pohjois-Pohjanmaa
15363717.html,Volkswagen,Passat,Station Wagon,Car,YVR-714,2010,255000,Automatic,Petrol,Front wheel,4390,6.0,139,JVK CARS,Ylöjärvi,Dealer,Ylöjärvi,Pirkanmaa
15371338.html,Mercedes-Benz,Sprinter,Long - High,Van,XXX-555,2007,361000,Automatic,Diesel,Rear wheel,14900,0.0,,Automyynti Auto28,Kerava,Dealer,Helsinki,Uusimaa
15366200.html,Citroen,C3,Hatchback,Car,AOF-519,2005,133000,Manual,Petrol,Front wheel,1175,0.0,148,,,Seller,Helsinki,Uusimaa
15360001.html,Mercedes-Benz,CE,Coupé,Car,GFY-121,1989,306500,Automatic,Petrol,Rear wheel,3650,0.0,,,,Seller,Nokia,Pirkanmaa
15360357.html,BMW,530,Station Wagon,Car,SLU-166,2008,305000,Automatic,Diesel,Four wheel,6900,0.0,,,,Seller,Vantaa,Uusimaa
15373658.html,Mercedes-Benz,GLK,All-terrain SUV,Car,EOZ-148,2012,288000,Automatic,Diesel,Four wheel,12500,0.0,,,,Seller,Outokumpu,Pohjois-Karjala
15360705.html,Nissan,Micra,Hatchback,Car,EYI-667,2001,179000,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15367325.html,MINI,Cooper,Hatchback,Car,OKZ-260,2010,213456,Automatic,Diesel,Front wheel,4600,0.0,134,,,Seller,Hyvinkää,Uusimaa
15359167.html,Volvo,S40,Sedan,Car,VYR-633,2011,250000,Manual,Diesel,Front wheel,2200,0.0,104,,,Seller,Tuusula,Uusimaa
15359044.html,Hyundai,i30,Hatchback,Car,SNE-641,2012,53000,Manual,Petrol,Front wheel,6500,0.0,118,,,Seller,Vantaa,Uusimaa
15363819.html,Ford,Transit,Middle long - Low,Van,JMZ-402,2000,315000,Manual,Diesel,Front wheel,2400,0.0,,,,Seller,Nurmijärvi,Uusimaa
15363009.html,Volvo,V40,Station Wagon,Car,UYH-693,2002,364000,Automatic,Petrol,Front wheel,1200,9.1,217,,,Seller,Sodankylä,Lappi
15363304.html,Citroen,C4,Hatchback,Car,VUG-337,2004,194000,Manual,Diesel,Front wheel,1600,0.0,,,,Seller,Parkano,Pirkanmaa
15360573.html,Ford,F150,Extension cabin,Car,SOR-376,2010,208500,Automatic,Petrol,Four wheel,22650,0.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15363811.html,Toyota,Avensis,Sedan,Car,XOR-532,2007,202000,Manual,Petrol,Front wheel,4700,0.0,,,,Seller,Keitele,Pohjois-Savo
15364862.html,Kia,Rio,Hatchback,Car,BTK-147,2016,97500,Manual,Petrol,Front wheel,5300,0.0,109,,,Seller,Helsinki,Uusimaa
15360223.html,BMW,320,Station Wagon,Car,FJN-820,2005,436300,Manual,Diesel,Rear wheel,1900,0.0,158,,,Seller,Nivala,Pohjois-Pohjanmaa
15367249.html,Nissan,Almera,Hatchback,Car,GGM-146,2006,192000,Manual,Petrol,Front wheel,2450,0.0,160,Akaan Auto-Center Oy,Akaa,Dealer,Akaa,Pirkanmaa
15364429.html,Toyota,Hiace,Short - Low,Van,HPZ-939,2004,470000,Manual,Diesel,Four wheel,2700,0.0,,,,Seller,Helsinki,Uusimaa
15367358.html,Volvo,XC70,Station Wagon,Car,VJF-231,2002,470500,Automatic,Petrol,Four wheel,2450,0.0,,Tarita Salojensaari,Tampere,Dealer,Tampere,Pirkanmaa
15367101.html,Hyundai,Tucson,All-terrain SUV,Car,UAI-872,2006,318330,Manual,Diesel,Four wheel,1050,0.0,,,,Seller,Sotkamo,Kainuu
15368000.html,Nissan,King Cab,Pickup,Car,CFC-791,2001,391000,Manual,Diesel,Four wheel,5990,0.0,,,,Seller,Janakkala,Kanta-Häme
15362768.html,Kia,Sportage,All-terrain SUV,Car,ULZ-800,2007,286331,Manual,Petrol,Four wheel,4450,0.0,,Veljekset Vaihtoauto Fager Oy,Harjavalta,Dealer,Harjavalta,Satakunta
15366223.html,Volvo,242,Coupé,Car,ULA-509,1979,,Manual,Petrol,Rear wheel,1500,13.0,123,,,Seller,Varpaisjärvi,Pohjois-Savo
15365024.html,Volkswagen,Bora,Sedan,Car,ERZ-872,2000,263116,Automatic,Petrol,Front wheel,1800,0.0,,,,Seller,Vantaa,Uusimaa
15374832.html,Citroen,Berlingo,MPV,Car,HHF-606,2000,278000,Manual,Petrol,Front wheel,1250,0.0,,,,Seller,Liperi,Pohjois-Karjala
15366420.html,Skoda,Felicia,Station Wagon,Car,HYF-421,1999,110000,Manual,Petrol,Front wheel,1600,6.0,,,,Seller,Nurmijärvi,Uusimaa
15362952.html,Honda,Civic,Racing vehicle,Car,AAG-382,2005,10000,Manual,Petrol,Front wheel,8500,0.0,,,,Seller,Laitila,Varsinais-Suomi
15368555.html,Volkswagen,Golf,Station Wagon,Car,IXB-303,2008,199000,Manual,Petrol,Front wheel,5400,7.1,169,Saka Finland Oy Herttoniemi Helsinki,Helsinki,Dealer,Helsinki,Uusimaa
15366475.html,Ford,Transit Connect,MPV,Van,VXR-728,2015,242000,Manual,Diesel,Front wheel,8000,6.2,128,,,Seller,Ilmajoki,Etelä-Pohjanmaa
15365507.html,Audi,A3,Hatchback,Car,HPF-976,2006,290000,Manual,Petrol,Front wheel,2050,0.0,,,,Seller,Rauma,Satakunta
15373370.html,Toyota,Hilux,Pickup,Car,KML-412,2013,126000,Manual,Diesel,Four wheel,28500,0.0,,,,Seller,Polvijärvi,Pohjois-Karjala
15366136.html,Toyota,Yaris,Hatchback,Car,SYG-705,2000,287164,Manual,Petrol,Front wheel,1500,0.0,144,,,Seller,Turku,Varsinais-Suomi
15359366.html,Audi,A6,Station Wagon,Car,MZJ-798,2012,375000,Automatic,Diesel,Four wheel,9890,5.9,156,AutoQ Oy,Hämeenlinna,Dealer,Hämeenlinna,Kanta-Häme
15359114.html,BMW,530,Station Wagon,Car,OXX-443,2010,316000,Automatic,Diesel,Rear wheel,11790,0.0,,BilBox Oy,Tampere,Dealer,Tampere,Pirkanmaa
15362115.html,Toyota,Yaris,Hatchback,Car,MKM-810,2011,181314,Manual,Petrol,Front wheel,4290,0.0,120,,,Seller,Oulu,Pohjois-Pohjanmaa
15376087.html,Nissan,Note,MPV,Car,FKM-257,2011,57500,Manual,Petrol,Front wheel,7900,0.0,,,,Seller,Turku,Varsinais-Suomi
15360626.html,Toyota,Corolla,Hatchback,Car,VLG-743,2006,283000,Manual,Petrol,Front wheel,1390,0.0,168,,,Seller,Varkaus,Pohjois-Savo
15367308.html,Volvo,S60,Sedan,Car,BPI-601,2001,336000,Automatic,Petrol,Front wheel,1000,0.0,,,,Seller,Kangasala,Pirkanmaa
15364939.html,Opel,Zafira,MPV,Car,FHJ-524,2006,216000,Manual,Petrol,Front wheel,1299,8.0,197,,,Seller,Masku,Varsinais-Suomi
15371876.html,Honda,Civic,Hatchback,Car,KAZ-166,2003,329000,Manual,Petrol,Front wheel,1000,0.0,159,,,Seller,Säkylä,Satakunta
15361157.html,Mercedes-Benz,A,MPV,Car,MOG-893,2005,271000,Automatic,Petrol,Front wheel,1450,0.0,157,,,Seller,Kauhajoki,Etelä-Pohjanmaa
15362358.html,Volkswagen,Transporter,MPV,Car,NGH-865,2005,225000,Manual,Diesel,Four wheel,7000,0.0,,,,Seller,Lieto,Varsinais-Suomi
15365138.html,Volkswagen,Golf,Hatchback,Car,LPV-205,2021,68000,Automatic,Hybrid (petrol/electric),Front wheel,19900,5.5,120,Future Store Drivalia,Vantaa,Dealer,Vantaa,Uusimaa
15366681.html,Nissan,Micra,Hatchback,Car,FFM-128,2002,119281,Manual,Petrol,Front wheel,1550,0.0,,,,Seller,Espoo,Uusimaa
15364628.html,Peugeot,307,Hatchback,Car,HZN-299,2003,104500,Manual,Petrol,Front wheel,1900,0.0,169,,,Seller,Turku,Varsinais-Suomi
15363482.html,Mercedes-Benz,Vito,Middle long - Low,Van,XMG-785,2005,395000,Manual,Diesel,Rear wheel,2150,0.0,,,,Seller,Pori,Satakunta
15368945.html,Mercedes-Benz,Sprinter,Other,Van,BVA-333,2014,363000,Manual,Diesel,Rear wheel,6800,0.0,,,,Seller,Kotka,Kymenlaakso
15367920.html,Kia,Ceed,Station Wagon,Car,MBZ-405,2010,259182,Manual,Diesel,Front wheel,1700,0.0,119,,,Seller,Kontiolahti,Pohjois-Karjala
15374157.html,Kia,Ceed,Hatchback,Car,GIH-861,2010,271000,Manual,Petrol,Front wheel,1500,0.0,139,,,Seller,Helsinki,Uusimaa
15366395.html,Opel,Astra,Station Wagon,Car,YFZ-308,2005,245000,Manual,Petrol,Front wheel,2000,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15363287.html,Volkswagen,Passat,Station Wagon,Car,KPS-475,2002,388000,Manual,Diesel,Four wheel,3200,0.0,,,,Seller,Vantaa,Uusimaa
15361450.html,Mercedes-Benz,C,Sedan,Car,ULI-770,2003,315584,Automatic,Petrol,Rear wheel,2350,0.0,202,,,Seller,Pukkila,Uusimaa
15360631.html,Mercedes-Benz,C,Sedan,Car,CJS-541,2003,499093,Automatic,Diesel,Rear wheel,1600,6.0,,,,Seller,Oulu,Pohjois-Pohjanmaa
15374298.html,Honda,Jazz,Hatchback,Car,LZV-529,2012,46996,Manual,Petrol,Front wheel,8750,0.0,126,,,Seller,Sievi,Pohjois-Pohjanmaa
15360853.html,Peugeot,207,Hatchback,Car,IKE-265,2010,261878,Manual,Diesel,Front wheel,1480,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15361719.html,Subaru,Outback,Station Wagon,Car,HAZ-581,2008,370000,Manual,Diesel,Four wheel,2000,0.0,153,,,Seller,Iisalmi,Pohjois-Savo
15358915.html,BMW,530,Station Wagon,Car,KPA-300,2005,385000,Automatic,Diesel,Rear wheel,4500,7.2,,,,Seller,Kajaani,Kainuu
15363995.html,Mercedes-Benz,C,Sedan,Car,HBI-989,2002,186000,Manual,Petrol,Rear wheel,2290,0.0,,,,Seller,Mänttä-Vilppula,Pirkanmaa
15375505.html,Skoda,Yeti,All-terrain SUV,Car,NJO-648,2015,285700,Automatic,Diesel,Four wheel,7000,0.0,164,,,Seller,Tuusula,Uusimaa
15362282.html,Citroen,C4,Sedan,Car,YXT-406,2024,15000,Automatic,Petrol,Front wheel,26490,6.2,128,Salon Autotalo,Salo,Dealer,Salo,Varsinais-Suomi
15364578.html,Toyota,Iq,Hatchback,Car,RPM-630,2011,164820,Manual,Petrol,Front wheel,1800,5.0,99,,,Seller,Espoo,Uusimaa
15369986.html,Mercedes-Benz,A,Station Wagon,Car,NII-389,2005,277000,Manual,Diesel,Front wheel,2400,5.2,137,AutoMussalo Oy,Hollola,Dealer,Hollola,Päijät-Häme
15359707.html,Volkswagen,Touran,MPV,Car,GFZ-115,2004,364600,Manual,Diesel,Front wheel,1100,0.0,,,,Seller,Lieto,Varsinais-Suomi
15365003.html,Kia,Cerato,Sedan,Car,FHJ-636,2005,144539,Manual,Petrol,Front wheel,1300,0.0,165,,,Seller,Ulvila,Satakunta
15359880.html,Mercedes-Benz,300,Sedan,Car,EZS-889,1992,589505,Automatic,Diesel,Rear wheel,1630,0.0,,,,Seller,Kankaanpää,Satakunta
15361447.html,Volkswagen,Transporter,Other,Van,GFR-396,2004,332000,Manual,Diesel,Front wheel,3200,0.0,,,,Seller,Turku,Varsinais-Suomi
15365287.html,Chevrolet,Chevy Van,Long - High,Van,JKR-57,2000,459000,Automatic,Diesel,Rear wheel,9500,0.0,,Mikalta Autot,Lahti,Dealer,Lahti,Päijät-Häme
15359391.html,Kia,Ceed,Station Wagon,Car,AJZ-200,2008,376630,Manual,Petrol,Front wheel,1000,0.0,154,,,Seller,Hämeenkyrö,Pirkanmaa
15363959.html,Skoda,Fabia,Hatchback,Car,ORF-590,2002,107897,Manual,Petrol,Front wheel,2200,0.0,168,,,Seller,Vantaa,Uusimaa
15370638.html,Honda,FR-V,MPV,Car,NHK-365,2008,126000,Automatic,Petrol,Front wheel,8790,8.1,190,Garage35,Kangasala,Dealer,Kangasala,Pirkanmaa
15367567.html,Volkswagen,Golf,Station Wagon,Car,NIJ-506,2012,243000,Manual,Petrol,Front wheel,3200,0.0,139,,,Seller,Kuopio,Pohjois-Savo
15361007.html,Nissan,Almera,Sedan,Car,TKG-257,2004,229000,Manual,Petrol,Front wheel,1690,0.0,160,,,Seller,Veteli,Keski-Pohjanmaa
15366129.html,Toyota,Auris,Station Wagon,Car,SNA-651,2016,104000,Automatic,Hybrid (petrol/electric),Front wheel,16390,3.6,83,KIESI Helsinki Konala,Helsinki,Dealer,Helsinki,Uusimaa
15372707.html,Volkswagen,Golf,Station Wagon,Car,NFL-545,2003,132415,Automatic,Petrol,Front wheel,1900,0.0,,,,Seller,Kalajoki,Pohjois-Pohjanmaa
15366444.html,Audi,A4,Station Wagon,Car,IHU-881,2009,230000,Manual,Petrol,Four wheel,9800,0.0,176,,,Seller,Rovaniemi,Lappi
15361330.html,Volkswagen,Golf,Station Wagon,Car,INY-948,2006,244000,Manual,Petrol,Front wheel,1900,0.0,168,,,Seller,Vaasa,Pohjanmaa
15366602.html,Ford,Focus,Hatchback,Car,EHY-608,2009,360000,Manual,Petrol,Front wheel,2000,0.0,159,EliteCars Oy,Vaasa,Dealer,Vaasa,Pohjanmaa
15375575.html,Volvo,V70,Station Wagon,Car,VNZ-120,2013,499494,Automatic,Diesel,Front wheel,2900,0.0,149,,,Seller,Kalajoki,Pohjois-Pohjanmaa
15369127.html,Ford,Transit,Other,Van,BPC-297,2011,490000,Manual,Diesel,Front wheel,1500,0.0,216,,,Seller,Laihia,Pohjanmaa
15365624.html,Nissan,X-Trail,All-terrain SUV,Car,GHR-545,2008,248600,Manual,Petrol,Four wheel,5500,8.0,208,,,Seller,Joroinen,Pohjois-Savo
15362423.html,BMW,330,Station Wagon,Car,XNV-834,2013,415000,Automatic,Diesel,Four wheel,12900,5.4,142,Rahoitustie,Lappeenranta,Dealer,Kokkola,Keski-Pohjanmaa
15359016.html,Toyota,Corolla,Hatchback,Car,OOG-630,2003,236700,Manual,Petrol,Front wheel,2650,7.0,168,,,Seller,Jyväskylä,Keski-Suomi
15366144.html,Mercedes-Benz,Sprinter,Middle long - Low,Light truck,ROY-880,2000,428000,Manual,Diesel,Rear wheel,2000,0.0,,,,Seller,Padasjoki,Päijät-Häme
15368408.html,Ford,Mondeo,Station Wagon,Car,LMN-361,2008,449226,Manual,Diesel,Front wheel,2500,5.0,156,,,Seller,Simo,Lappi
15364373.html,Volvo,Amazon,Sedan,Car,BUY-44,1967,42743,Manual,Petrol,Rear wheel,3850,0.0,,,,Seller,Helsinki,Uusimaa
15363757.html,Skoda,Octavia,Station Wagon,Car,FJT-733,2010,360000,Manual,Diesel,Front wheel,1200,0.0,145,,,Seller,Leppävirta,Pohjois-Savo
15367522.html,Nissan,Micra,Hatchback,Car,HHI-295,2007,189000,Manual,Petrol,Front wheel,1750,0.0,,,,Seller,Lempäälä,Pirkanmaa
15370043.html,Volkswagen,Polo,Hatchback,Car,VBG-615,2004,246,Manual,Petrol,Front wheel,1200,0.0,,,,Seller,Seinäjoki,Etelä-Pohjanmaa
15375644.html,Toyota,Corolla,Sedan,Car,BAY-795,2008,57200,Manual,Petrol,Front wheel,9900,0.0,162,,,Seller,Luumäki,Etelä-Karjala
15360284.html,BMW,520,Sedan,Car,MSZ-467,2016,243000,Automatic,Diesel,Four wheel,12400,0.0,119,,,Seller,Helsinki,Uusimaa
15373748.html,Ford,Transit,MPV,Van,FPR-215,2019,123000,Manual,Diesel,Front wheel,16000,0.0,226,,,Seller,Turku,Varsinais-Suomi
15374259.html,Volvo,V50,Station Wagon,Car,OTB-463,2010,326300,Manual,Diesel,Front wheel,2100,0.0,104,,,Seller,Salo,Varsinais-Suomi
15362662.html,Saab,9-3,Sedan,Car,KUY-788,2003,305000,Automatic,Petrol,Front wheel,1690,0.0,226,Samikafix Ky,Salo,Dealer,Salo,Varsinais-Suomi
15366519.html,Mercedes-Benz,E,Sedan,Car,IJM-192,2009,467000,Automatic,Diesel,Rear wheel,4600,0.0,145,,,Seller,Kokkola,Keski-Pohjanmaa
15359636.html,Ford,Mondeo,Station Wagon,Car,FFV-294,2003,299800,Manual,Petrol,Front wheel,1700,0.0,,,,Seller,Jyväskylä,Keski-Suomi
15374509.html,Fiat,Ducato,Middle long - Low,Van,NJY-669,2012,242000,Manual,Diesel,Front wheel,8950,7.0,185,Auto Itkonen Oy,Turku,Dealer,Turku,Varsinais-Suomi
15366207.html,Citroen,C2,Hatchback,Car,RTY-574,2004,184000,Manual,Petrol,Front wheel,1000,0.0,,,,Seller,Masku,Varsinais-Suomi
15372101.html,BMW,320,Sedan,Car,CYM-988,2004,313000,Manual,Petrol,Rear wheel,3200,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15359089.html,Toyota,Yaris,Hatchback,Car,OTN-190,2013,82000,Manual,Petrol,Front wheel,8700,0.0,123,Pirkanmaan Autokeskus,Pirkkala,Dealer,Pirkkala,Pirkanmaa
15368822.html,Smart,Forfour,Station Wagon,Car,HUZ-749,2004,179500,Automatic,Petrol,Front wheel,2500,0.0,,,,Seller,Pöytyä,Varsinais-Suomi
15369063.html,Audi,A6,Sedan,Car,AAZ-826,2000,299800,Automatic,Petrol,Four wheel,2500,0.0,,,,Seller,Pieksämäki,Etelä-Savo
15365581.html,Kia,Ceed,MPV,Car,ZLY-684,2007,194000,Manual,Petrol,Front wheel,2900,6.4,152,Vaihtokaara Pori,Pori,Dealer,Pori,Satakunta
15367413.html,Nissan,Almera Tino,MPV,Car,RJF-193,2005,305000,Manual,Petrol,Front wheel,1050,0.0,,,,Seller,Muurame,Keski-Suomi
15374917.html,Chevrolet,Express,Middle long - Low,Van,JHT-229,1997,190000,Automatic,Petrol,Rear wheel,3250,0.0,,,,Seller,Rovaniemi,Lappi
15375469.html,Volvo,V70,Station Wagon,Car,ROG-494,2008,511000,Manual,Diesel,Front wheel,2000,4.6,157,,,Seller,Hankasalmi,Keski-Suomi
15367624.html,Toyota,Yaris,Hatchback,Car,BYS-371,2001,212000,Manual,Petrol,Front wheel,1950,6.0,144,,,Seller,Helsinki,Uusimaa
15359566.html,Mitsubishi,Outlander PHEV,All-terrain SUV,Car,BXL-256,2019,124200,Automatic,Petrol,Four wheel,19000,0.0,,,,Seller,Rovaniemi,Lappi
15371737.html,Mercedes-Benz,Sprinter,MPV,Car,BIN-217,1998,295000,Manual,Diesel,Four wheel,5000,0.0,,,,Seller,Hollola,Päijät-Häme
15371283.html,Chevrolet,Astro,Short - Semihigh,Van,JBC-55,1987,95505,Automatic,Petrol,Rear wheel,2000,0.0,,,,Seller,Isokyrö,Etelä-Pohjanmaa
15359446.html,Lexus,IS,Sedan,Car,CMS-880,2014,232000,Automatic,Petrol,Rear wheel,16890,4.4,103,"JDM Outlet, Kaarina",Kaarina,Dealer,Kaarina,Varsinais-Suomi
15364057.html,Tesla,Model 3,Sedan,Car,TES-003,2019,124900,Automatic,Electric,Four wheel,22990,0.0,,Ace Trading,Tuusula,Dealer,Tuusula,Uusimaa
15358647.html,Peugeot,3008,Hatchback,Car,RPR-423,2010,198000,Automatic,Diesel,Front wheel,3880,4.9,130,Kuninkaanportin Auto,Porvoo,Dealer,Porvoo,Uusimaa
15371440.html,Nissan,Almera,Hatchback,Car,XMG-735,2003,279000,Manual,Petrol,Front wheel,1450,0.0,160,,,Seller,Mikkeli,Etelä-Savo
15361246.html,Mercedes-Benz,E,Station Wagon,Car,LCI-723,2003,637888,Automatic,Diesel,Rear wheel,1565,0.0,,,,Seller,Maaninka,Pohjois-Savo
15367062.html,Volvo,S40,Sedan,Car,RJG-517,2007,120000,Manual,Petrol,Front wheel,6700,0.0,172,,,Seller,Veteli,Keski-Pohjanmaa
15365150.html,Iveco,Daily,Long - High,Light truck,JIT-423,2013,354600,Manual,Diesel,Rear wheel,8500,0.0,,,,Seller,Sotkamo,Kainuu
15364344.html,Volkswagen,Jetta,Sedan,Car,TTZ-766,2006,229672,Manual,Petrol,Front wheel,1200,0.0,,,,Seller,Joensuu,Pohjois-Karjala
15366505.html,Toyota,Crown,Sedan,Car,XRV-253,2008,135100,Automatic,Hybrid (petrol/electric),Rear wheel,12600,0.0,,,,Seller,Helsinki,Uusimaa
15373407.html,Peugeot,208,Hatchback,Car,RRV-889,2015,144000,Manual,Petrol,Front wheel,2500,4.3,99,Saka Finland Oy Kouvola,Kouvola,Dealer,Kouvola,Kymenlaakso
15364778.html,Mitsubishi,L200,Pickup,Van,IFJ-650,1993,166500,Manual,Petrol,Four wheel,3200,0.0,,,,Seller,Vesanto,Pohjois-Savo
15368579.html,Volvo,V70,Station Wagon,Car,CYM-237,2005,353000,Manual,Petrol,Front wheel,1750,0.0,,,,Seller,Siilinjärvi,Pohjois-Savo
15373920.html,Suzuki,Grand Vitara,All-terrain SUV,Car,OVP-492,2008,271000,Manual,Diesel,Four wheel,4995,0.0,,,,Seller,Nokia,Pirkanmaa
15358842.html,Audi,A6,Station Wagon,Car,GIC-434,2008,233261,Automatic,Diesel,Front wheel,4900,6.7,178,,,Seller,Suonenjoki,Pohjois-Savo
15360077.html,Ford,Mondeo,Station Wagon,Car,IKV-554,2012,415000,Automatic,Diesel,Front wheel,1100,0.0,149,,,Seller,Eurajoki,Satakunta
15370179.html,Mercedes-Benz,Vito,Other,Van,LNL-205,2016,191000,Automatic,Diesel,Four wheel,27000,0.0,174,,,Seller,Lieto,Varsinais-Suomi
15363302.html,Mercedes-Benz,ML,All-terrain SUV,Car,IRG-858,2000,126000,Automatic,Petrol,Four wheel,5990,0.0,,,,Seller,Hyvinkää,Uusimaa
15359671.html,Mercedes-Benz,Sprinter,Extension cabin,Car,VEY-606,2005,535000,Manual,Diesel,Rear wheel,3000,0.0,,,,Seller,Laukaa,Keski-Suomi
15365830.html,Suzuki,Vitara,All-terrain SUV,Car,AVZ-406,1991,11111,Manual,Petrol,Four wheel,2200,0.0,,,,Seller,Ii,Pohjois-Pohjanmaa
15372556.html,Ford,Fiesta,Hatchback,Car,ECY-861,2009,238000,Manual,Petrol,Front wheel,2900,5.7,133,Kelpo Kaara Oy,Kangasala,Dealer,Kangasala,Pirkanmaa
15363596.html,Skoda,Octavia,Station Wagon,Car,MMO-500,2016,219000,Automatic,Diesel,Four wheel,13300,0.0,129,,,Seller,Hamina,Kymenlaakso
15363940.html,Volvo,S90,Sedan,Car,XUF-600,1998,315000,Automatic,Petrol,Rear wheel,6490,0.0,,Jaremotors Oy,Piikkiö,Dealer,Piikkiö,Varsinais-Suomi
15364722.html,Hyundai,i20,Hatchback,Car,ETJ-716,2020,85141,Manual,Petrol,Front wheel,11000,0.0,,,,Seller,Säkylä,Satakunta
15367735.html,Volvo,V70,Station Wagon,Car,OKZ-815,2009,400000,Manual,Diesel,Front wheel,2490,4.9,129,JSV-Auto,Lahti,Dealer,Lahti,Päijät-Häme
15367600.html,Kia,Sportage,All-terrain SUV,Car,BAI-932,2006,271372,Manual,Petrol,Four wheel,3000,0.0,194,,,Seller,Lappeenranta,Etelä-Karjala
15364539.html,Volkswagen,Golf,Hatchback,Car,GCV-239,1998,180000,Manual,Petrol,Front wheel,1300,0.0,,,,Seller,Raahe,Pohjois-Pohjanmaa
15358456.html,Volkswagen,Golf,Station Wagon,Van,TYP-688,2000,540000,Manual,Diesel,Front wheel,1400,5.0,,,,Seller,Nurmijärvi,Uusimaa
15366047.html,Kia,Picanto,Hatchback,Car,MKO-312,2011,181000,Manual,Petrol,Front wheel,3900,4.1,95,Vaihtokaara Hyvinkää,Hyvinkää,Dealer,Hyvinkää,Uusimaa
15366012.html,Audi,A6 Allroad,Station Wagon,Car,FOL-133,2012,200000,Automatic,Diesel,Four wheel,23870,6.7,176,Autolähde Oy,Tampere,Dealer,Tampere,Pirkanmaa
15358551.html,Honda,Civic,Sedan,Car,BEZ-670,2008,310000,Automatic,Petrol,Front wheel,1000,0.0,109,,,Seller,Sipoo,Uusimaa
15365122.html,Seat,Leon ST,Station Wagon,Car,GNP-641,2015,169000,Automatic,Petrol,Front wheel,19900,0.0,160,,,Seller,Joensuu,Pohjois-Karjala
15368012.html,Toyota,Avensis,Sedan,Car,VLG-737,2004,253400,Manual,Petrol,Front wheel,2900,0.0,172,,,Seller,Kokkola,Keski-Pohjanmaa
15361177.html,Mazda,5,MPV,Car,EVF-264,2010,256289,Manual,Petrol,Front wheel,3590,0.0,187,,,Seller,Rovaniemi,Lappi
15367243.html,Toyota,Corolla,Sedan,Car,IHU-697,2008,246000,Automatic,Petrol,Front wheel,5890,6.7,157,CWR Garage,Nurmijärvi,Dealer,Nurmijärvi,Uusimaa
15360035.html,Mercedes-Benz,A,Sedan,Car,KTT-783,2014,186319,Automatic,Petrol,Front wheel,17680,6.4,148,Autotalo Leppiniemi Oy,Lempäälä,Dealer,Lempäälä,Pirkanmaa
15365715.html,Tesla,Model 3,Sedan,Car,KVN-667,2021,126600,Automatic,Electric,Four wheel,23700,0.0,,,,Seller,Muurame,Keski-Suomi
15374502.html,Ford,Mondeo,Station Wagon,Car,RSC-350,2011,441000,Manual,Diesel,Front wheel,1500,0.0,,,,Seller,Tampere,Pirkanmaa
15374329.html,Toyota,Avensis,Station Wagon,Car,EFM-880,2003,323000,Automatic,Petrol,Front wheel,3000,0.0,,,,Seller,Rovaniemi,Lappi
15368777.html,Mercedes-Benz,E,Sedan,Car,CJA-804,1994,,Automatic,Petrol,Rear wheel,2390,0.0,,,,Seller,Kotka,Kymenlaakso
15367680.html,Hyundai,i20,MPV,Car,VPZ-310,2014,141000,Manual,Petrol,Front wheel,5450,4.9,114,Kylmälä Oy,Kaarina,Dealer,Kaarina,Varsinais-Suomi
15362350.html,Nissan,Qashqai,All-terrain SUV,Car,ILH-316,2013,175000,Manual,Petrol,Front wheel,6900,5.9,139,Vaihtokaara Hyvinkää,Hyvinkää,Dealer,Hyvinkää,Uusimaa
